id	surface form	sign span	morphological parsing	DULAT	POS	gloss	comments
158296	bdqt	bdqt   	bdq(t/t	bdqt	n. f. sg. cstr. acc.	fissure	
158297	ˤrpt	ʿrpt	ˤrp(t/t=	ʕrpt	n. f. pl. tant. abs. gen.	cloud(s)	
# KTU 1.4 VII:29							
158298	qlh	qlh  	ql(I)/+h	ql (I)	n. m. sg. cstr. acc.	4) the thunderous “voice” (said of Baal’s voice)	qlh qdš 'his holy voice'.
158299	qdš	qdš   	qdš(I)/	qdš (I)	adj. m. sg. abs. acc.	1) holy	
158300	bˤl	bʿl   	bˤl(II)/	bʕl (II)	DN m. sg. abs. nom.	Baʿlu/Baal	
158301	ytn	ytn	!y!(ytn[	/y-t-n/	vb G prefc. 3 m. sg.	to give, hand over, grant, bestow	'Baal gives forth his voice'.
# KTU 1.4 VII:30							
158302	yṯny	yṯny  	!y!ṯny[	/ṯ-n-y/	vb G prefc. 3 m. sg.	to repeat, reiterate	
158303	bˤl	bʿl  	bˤl(II)/	bʕl (II)	DN m. sg. abs. nom.	Baʿlu/Baal	
158304	ṣat	ṣ[at  ]  	ṣ(ʔ&a(t/t	ṣảt	n. f. sg. cstr. nom.	issue	DULAT cites the noun ṣảt here: 'the expression of his lips'.
158305		 	?	?	?	?	
158306	špth	špth	šp(t/t+h	špt	n. f. du. cstr. + 3 m. sg. suff.	lip	EUPT genders m.
# KTU 1.4 VII:31							
158307	qlh	qlh  	ql(I)/+h	ql (I)	n. m. sg. cstr. nom.	voice	
158308	qdš	q[dš  ]  	qdš(I)/	qdš (I)	adj. m. sg. abs. nom.	holy	
158309	trr	trr  	trr[	/t-r-r/	vb G suffc. 3 m. sg.	to make tremble	qlh ... trr arṣ 'his voice convulses the earth'.
158310	arṣ	arṣ	arṣ/	ảrṣ	n. f. sg. abs. acc.	2) the world	
# KTU 1.4 VII:32							
158311	ṣat	ṣat  	ṣ(ʔ&a(t/t	ṣảt	n. f. sg. cstr. nom.	issue	
158312	špth	[šp]th    	šp(t/t+h	špt	n. f. du. cstr. + 3 m. sg. suff.	lip	EUPT genders m.
158313	ġrm	ġrm   	ġr(I)/m	ġr (I)	n. m. pl. abs. nom.	mountain	ṣat špth ... ġrm 'at the issuing of his lips the mountains (quake)'.
158314	aḫšn	aḫšn	!(t&a!ḫš[~n	/ḫ-š/	vb G prefc. 3 m. pl.	to be afraid, be alarmed	DULAT reads t(!)ḫšn (a for t): 'the mountains were afraid'.
158314	aḫšn	aḫšn	!(ʔ&a!ḫš[~n	/ḫ-š/	vb G prefc. 1 c. sg.	to be afraid, be alarmed	As written aḫšn.
# KTU 1.4 VII:33							
158315	rtq	rtq  	rtq[/	/r-t-q/	vb G pass. ptcpl. m. sg. abs. nom.	to tie up / close	Broken context.
158316	xxxxxxxx	[xxxxxxxx]	?	?	?	?	
# KTU 1.4 VII:34							
158317	qdmym	qdmym  	qdmy/m	qdmy	adj. m. pl. abs. nom.	ancient	
158318	bmt	bmt  	bm(t/t=	bmt	n. f. pl. cstr. nom.	2) height	bmt arṣ 'the high places of the earth'.
158319	arṣ	ar[ṣ]	arṣ/	ảrṣ	n. f. sg. abs. gen.	3) lower world	
# KTU 1.4 VII:35							
158320	tṭṭn	tṭṭn  	!t!(nṭṭ[n	/n-ṭ-ṭ/	vb G prefc. 3 f. pl.	to shake	'the high places of the earth shake' (subject bmt pl.).
158321	ib	ib  	ib(I)/	ỉb (I)	n. m. pl. cstr. nom.	enemy	ib bˤl 'the enemies of Baal'.
158322	bˤl	bʿl  	bˤl(II)/	bʕl (II)	DN m. sg. abs. gen.	Baʿlu/Baal	
158323	tiḫd	tiḫd	!t!(ʔ&iḫd[	/ʔ-ḫ-d(/ḏ)/	vb G prefc. 3 m. pl.	to collect, to take (back), grasp, seize, hold	'the foes of Baal grasp the wooded slopes'.
# KTU 1.4 VII:36							
158324	yˤrm	yʿrm  	yˤr(II)/m	yʕr (II)	n. m. pl. abs. acc.	wood	
158325	šnu	šnu  	šnu/	šnủ	n. m. pl. cstr. nom.	enemy	Subject: 'the haters of Hadd seized the mountain flanks'.
158326	hd	hd  	hd/	hd(d)	DN m. sg. cstr. gen.	Haddu/Hadad	
158327	gpt	gpt	gp(I)/t	gp (I)	n. f. sg. cstr. acc.	2) slope	
# KTU 1.4 VII:37							
158328	ġr	ġr  	ġr(I)/	ġr (I)	n. m. sg. abs. gen.	mountain	gpt ġr 'the flank of the mountain'.
158329	w	w 	w	w	conj.	and	
158330	yˤn	yʿn  	!y!ˤn(y(I)[	/ʕ-n-y/ (I)	vb G prefc. 3 m. sg.	to answer	'And Mightiest Baal answers'.
158331	aliyn	aliyn	aliyn/	ảlỉyn	adj. m. sg. abs. nom.	The Very / Most Powerful	
# KTU 1.4 VII:38							
158332	bˤl	bʿl  	bˤl(II)/	bʕl (II)	DN m. sg. abs. nom.	Baʿlu/Baal	
158333	ib	ib  	ib(I)/	ỉb (I)	n. m. pl. cstr. nom.	enemy	Vocative: 'O enemies of Hadd, why do you tremble?'.
158334	hdxt	hd[[x]]t    	hd/ t	hd(d)	DN m. sg. abs.	Haddu/Hadad	Surface hdxt; broken (hd + ?).
158335	lm	lm  	lm(II)	lm (II)	interr. pn.	why?, what for?	DULAT: 'why are you frightened?' (// 1.2 I:24).
158336	tḫš	tḫš	!t===!ḫš[	/ḫ-š/	vb G prefc. 2 m. pl.	to tremble, be alarmed	
# KTU 1.4 VII:39							
158337	lm	lm  	lm(II)	lm (II)	interr. pn.	why?, what for?	
158338	tḫš	tḫš  	!t===!ḫš[	/ḫ-š/	vb G prefc. 2 m. pl.	to tremble	
158339	nṯq	nṯq  	nṯq/	nṯq	n. m. sg. cstr. acc.	missiles	nṯq dmrn 'the weapon of the Valiant One'.
158340	dmrn	dmrn	dmrn/	dmrn	DN sg. abs. gen.	the Powerful One/Valiant One/title of Baal	Title of Baal.
# KTU 1.4 VII:40							
158341	ˤn	ʿn  	ˤn(I)/	ʕn (I)	n. f. du. cstr. nom.	1) eye a) ʕn bʕl qdm ydh the eye(/s) of DN precede(s) his hands	ˤn bˤl 'the eyes of Baal precede his hands'.
158342	bˤl	bʿl  	bˤl(II)/	bʕl (II)	DN m. sg. abs. gen.	Baʿlu/Baal	
158343	qdm	qdm  	qdm[:d	/q-d-m/	vb D suffc. 3 f. du.	to precede	Subject ˤn (du.): 'the eyes of Baal precede his hands' (DULAT).
158343	qdm	qdm  	qdm(II)	qdm (II)	prep.	to precede	EUPT: qdm (II) prep. 'before, in front of'.
158344	ydh	ydh	yd(I)/+h	yd (I)	n. f. du. cstr. + 3 m. sg. suff.	1) hand a) yrḥṣ ydh ảmth he washed his hands up to the elbow	
# KTU 1.4 VII:41							
158345	k	k 	k(III)	k (III)	subordinating / completive functor	when	
158346	tġḏ	tġḏ  	!t!ġḏ(y[	/ġ-ḏ-y/	vb G prefc. 3 f. sg.	to shoot, leap	'when the cedar quivers in his right hand' (DULAT /ġ-ḏ-y/).
158347	arz	arz  	arz(I)/	ảrz (I)	n. m. sg. abs. nom.	2) staff	
158348	b	b 	b	b	prep.	in	
158349	ymnh	ymnh	ymn(I)/+h	ymn (I)	n. m. sg. cstr. + 3 m. sg. suff.	1) right (side) a) right (hand)	
# KTU 1.4 VII:42							
158350	bkm	bkm  	bkm	bkm	adv.	next	
158351	yṯb	yṯb  	!y!(yṯb[	/y-ṯ-b/	vb G prefc. 3 m. sg.	to sit down	'thereupon Baal returns to his house'.
158352	bˤl	bʿl  	bˤl(II)/	bʕl (II)	DN m. sg. abs. nom.	Baʿlu/Baal	
158353	l	l 	l(I)	l (I)	prep.	to	
158354	bhth	bhth	bht(II)/+h	bt (II)	n. m. pl. cstr. + 3 m. sg. suff.	2) palace	
# KTU 1.4 VII:43							
158355	u	u 	u	ủ	conj.	1) or b) disj. use in a correlative	
158356	mlk	mlk  	mlk(I)/	mlk (I)	n. m. sg. abs. nom.	1) king b) contrasted with “non-king”	u mlk u bl mlk 'whether king or no-king'.
158357	u	u 	u	ủ	conj.	1) or b) disj. use in a correlative	
158358	bl	bl 	bl(I)	bl (I)	emph. / neg. functor	no	
158359	mlk	mlk	mlk(I)/	mlk (I)	n. m. sg. abs. nom.	1) king b) contrasted with “non-king”	
# KTU 1.4 VII:44							
158360	arṣ	arṣ  	arṣ/	ảrṣ	n. f. sg. cstr. acc.	2) the world	
158361	drkt	drkt  	drk(t/t	drkt	n. f. sg. abs. gen.	rule	arṣ drkt 'a land of dominion' (DULAT).
158362	yštkn	yštkn	!y!š]t]kn[	/š-k-n/	vb Št prefc. 3 m. sg.	to establish oneself	
# KTU 1.4 VII:45							
158363	dll	dll  	dll(I)/	dll (I)	n. m. sg. abs. acc.	courier	
158364	al	al  	al(II)	ảl (II)	asseverative functor	surely	'surely I will send a messenger'.
158365	ilak	ilak  	!(ʔ&i!l(ʔ&ak[	/l-ʔ-k/	vb G prefc. 1 c. sg.	to send (a message)	
158366	l	l 	l(I)	l (I)	prep.	to	
158367	bn	bn	bn(I)/	bn (I)	n. m. sg. cstr. gen.	son	bn ilm mt 'the son of El, Môt'.
# KTU 1.4 VII:46							
158368	ilm	ilm  	il(I)/~m	ỉl (I)	DN m. sg. abs. gen. + encl. -m	god	bn ilm mt 'the son of El, Môt' (// 1.3 V:18).
158369	mt	mt  	mt(II)/	mt (II)	DN m. sg. abs. gen.	Mot/Death	
158370	ˤdd	ʿdd 	ˤdd(I)/	ʕdd (I)	n. m. sg. abs. acc.	herald	ˤdd l ydd il ġzr 'a herald to the Beloved of El, the Hero'.
158371	l	l 	l(I)	l (I)	prep.	to	
158372	ydd	ydd	ydd(I)/	ydd (I)	adj. m. sg. cstr. gen.	loved	EUPT/construct: bound to the following genitive.
# KTU 1.4 VII:47							
158373	il	il  	il(I)/	ỉl (I)	DN m. sg. cstr. gen.	ʾIlu/Ilu/El	
158374	ġzr	ġzr  	ġzr/	ġzr	n. m. sg. abs. gen.	lad	
158375	yqra	yqra  	!y!qr(ʔ[&a	/q-r-ʔ/	vb G prefc. 3 m. sg.	to call, shout, invite	'Mot calls in his throat'.
158376	mt	mt	mt(II)/	mt (II)	DN m. sg. abs. acc.	Mot/Death	DULAT: 'may he call to Mot in his soul' (object of yqra).
158376	mt	mt	mt(II)/	mt (II)	DN m. sg. abs. nom.	Mot/Death	Subject reading: 'Mot calls in his throat'.
# KTU 1.4 VII:48							
158377	b	b 	b	b	prep.	in	
158378	npšh	npšh  	npš(I)/+h	npš (I)	n. f. sg. cstr. + 3 m. sg. suff.	4) soul	b npšh 'in his throat'.; EUPT genders m.
158379	ystrn	ystrn 	!y!s]t]r[~n	/s-r/	vb Gt prefc. 3 m. sg. + energic -n	to exult inwardly	DULAT /s-r/ Gt; the Beloved schemes inwardly.
158380	ydd	ydd	ydd(I)/	ydd (I)	adj. m. sg. abs. nom.	loved	
# KTU 1.4 VII:49							
158381	b	b 	b	b	prep.	in	
158382	gngnh	gngnh  	gngn/+h	gngn	n. m. sg. cstr. gen. + 3 m. sg. suff.	insides	
158383	aḥdy	aḥdy  	aḥd/+y	ảḥd	adj. m. sg. abs. nom. + 1 c. sg. suff.	2) adv	aḥdy d ymlk 'I alone am the one who rules over the gods' (DULAT ảḥd + -y).
158384	d	d 	d	d	det. or rel. functor	2) which	
158385	ym	ym	!y!mlk[	/m-l-k/	vb G prefc. 3 m. sg.	to reign, rule	MERGE WITH THE NEXT: ym+lk = ymlk, split VII:49/50; aḥdy d ymlk ˤl ilm 'I alone am the one who reigns over the gods'.
# KTU 1.4 VII:50							
158386	lk	lk  	!y!mlk[	/m-l-k/	vb G prefc. 3 m. sg.	to reign, rule	MERGE WITH THE PREVIOUS.
158387	ˤl	ʿl  	ˤl(I)	ʕl (I)	prep.	1) spatial location or pre-eminence a) upon	
158388	ilm	ilm  	il(I)/m	ỉl (I)	n. m. pl. abs. gen.	1) god c) object or purpose of an action	
158389	l	l 	l(III)	l (III)	functor	certainly	
158390	ymru	ymru	!y!mr(ʔ[&u	/m-r-ʔ/	vb G prefc. 3 m. sg.	to fatten	'(who) fattens gods and men'.
158390	ymru	ymru	!y!mr(ʔ[&u:d	/m-r-ʔ/	vb D prefc. 3 m. sg.	to fatten	EUPT: D-stem (unwritten gemination; both viable).
# KTU 1.4 VII:51							
158391	ilm	ilm  	il(I)/m	ỉl (I)	n. m. pl. abs. acc.	1) god a) as a class	
158392	w	w 	w	w	conj.	1) copulative conj.	
158393	nšm	nšm  	nš(m/m	nšm	n. m. pl. tant. abs. acc.	people	
158394	d	d 	d	d	det. or rel. functor	2) which	
158395	yšb	yšb	!y!šb(ʕ[	/š-b-ʕ/ (II)	vb G prefc. 3 m. sg.	to be sated, glutted	
# KTU 1.4 VII:52							
158396	ˤ	[ʿ]    	?	?	?	?	Broken sign.
158397	hmlt	hmlt  	hml(t/t=	hmlt	n. f. pl. tant. cstr. acc.	multitude	
158398	arṣ	arṣ  	arṣ/	ảrṣ	n. f. sg. cstr. gen.	earth	
158399	gm	gm  	g/~m	g	n. m. sg. + encl. -m	(loud) voice	gm l ġlmh 'aloud (Baal calls) to his lads'.
158400	l	l 	l(I)	l (I)	prep.	to	
158401	ġ	ġ	ġlm/+h	ġlm	n. m. du. cstr. gen. + 3 m. sg. suff.	boy, youth	MERGE WITH THE NEXT: ġ+lmh = ġlmh, split across lines VII:52/53.
# KTU 1.4 VII:53							
158402	lmh	[l]mh    	ġlm/+h	ġlm	n. m. du. cstr. gen. + 3 m. sg. suff.	boy, youth	MERGE WITH THE PREVIOUS; 'to his lads Baal does cry'.
158403	bˤl	bʿl  	bˤl(II)/	bʕl (II)	DN m. sg. abs. nom.	Baʿlu/Baal	
158404	k	k 	k(IV)	k (IV)	adv.	thus, in this way	
158405	yṣḥ	yṣḥ  	!y!ṣḥ[	/ṣ-ḥ/	vb G prefc. 3 m. sg.	to exclaim, shout	
158406	ˤn	ʿn	!!ˤn[	/ʕ-n/	vb G impv. m. du.	to see, look (at), watch, spy	ʕn gpn w ugr 'look, Gapnu-and-Ugaru!' (// 1.3 VI:6).
# KTU 1.4 VII:54							
158407	gpn	[gpn]    	gpn(III)/	gpn (III)	DN m. sg. abs. nom.	?	gpn w ugr 'Gapnu-and-Ugaru' (Baal's two messengers).
158408	w	w 	w	w	conj.	and	
158409	ugr	ugr  	ugr(II)/	ủgr (II)	DN m. sg. abs. nom.	Ugar/one of the two messenger-boys of Baal	
158410	bn	b<n>  	b~n	b	prep. + encl. -n	son	bn ġlmt 'in the gloom' (// bn ẓlmt). | Migrated from legacy reviewed tokenization.
158411	ġlmt	ġlmt	ġlm(t(II)/t	ġlmt (II)	n. f. sg. abs. gen.	damsel	bn ġlmt 'in the gloom' (// bn ẓlmt). | Migrated from legacy reviewed tokenization.
# KTU 1.4 VII:55							
158412	ˤmm	[ʿmm  ]  	ˤm(II)/~m	ʕm (II)	n. m. sg. cstr. nom. + encl. -m	lineage, ancestors	// 1.3 VI:8 ˤmm ym.
158413	ym	ym  	ym(I)/	ym (I)	n. m. sg. abs. gen.	day	Broken.
158414	bn	bn  	b~n	b	prep. + encl. -n	1) spatial location a) place in which something occurs	
158415	ẓlmt	ẓlmt  	ẓlm(t/t	ẓlmt	n. f. sg. abs. gen.	darkness	bn ẓlmt 'in the darkness'.
158416	r	r	?	?	?	?	Broken: r[…].
# KTU 1.4 VII:56							
158417	mt	[mt  ]  	mt(II)/	mt (II)	DN m. sg. abs.	Mot/Death	Broken; the message to Mot continues.
158418	prˤt	[prʿ]t   	prˤ(t/t=	prʕt	n. f. pl. cstr. gen.	height	
158419	ibr	ibr 	ibr(II)/	ỉbr (II)	n. m. pl. cstr. gen.	wing	
158420	mnt	mnt	mn(t(I)/t	mnt (I)	n. f. sg. abs. gen.	1) portion	
# KTU 1.4 VII:57							
158421	ṣḥrrm	[ṣḥrrm  ]  	ṣḥrr[~m	/ṣ-ḥ-r-r/	vb G suffc. 3 m. pl. + encl. -m	to roast	
158422	ḥblm	[ḥblm  ]  	ḥbl(I)/m	ḥbl (I)	n. m. pl. abs. nom.	2) band	
158423	b	[b]  	b	b	prep.	in	
158424	ˤrpt	ʿrpt	ˤrp(t/t=	ʕrpt	n. f. pl. tant. abs. gen.	cloud(s)	
# KTU 1.4 VII:58							
158425	xxxxxxxxxx	[xxxxxxxxxx ] 	?	?	?	?	Lower column broken.
158426		 	?	?	?	?	
158427	tḥt	tḥt	tḥt(I)	tḥt (I)	prep.	4) among	
# KTU 1.4 VII:59							
158428	xxxxxxxxxxm	[xxxxxxxxxx]m	?	?	?	?	
# KTU 1.4 VII:60							
158429	xxxxxxxxxxt	[xxxxxxxxxx]t	?	?	?	?	Column end.
# KTU 1.4 VIII:1							
158430	idk	idk  	idk	ỉdk	narrative adv. functor	then	idk al ttn pnm 'then they set their faces'.
158431	al	al  	al(II)	ảl (II)	asseverative functor	surely	Asseverative al (not negative); the journey formula.
158432	ttn	ttn  	!t!(ytn[	/y-t-n/	vb G prefc. 2 m. du.	to give	Baal instructs his two messengers (// 1.3 VI:23).
158433	pnm	pnm	pn(m/m	pnm	n. m. pl. tant. abs. acc.	1) face	
# KTU 1.4 VIII:2							
158434	ˤm	ʿm  	ˤm(I)	ʕm (I)	prep.	to	toward
158435	ġr	ġr  	ġr(I)/	ġr (I)	n. m. sg. cstr. gen.	mountain	
158436	trġzz	trġzz	trġzz/	trġzz	TN sg. abs. gen.	trġzz	Mt. Targuzizu.
# KTU 1.4 VIII:3							
158437	ˤm	ʿm  	ˤm(I)	ʕm (I)	prep.	to	
158438	ġr	ġr  	ġr(I)/	ġr (I)	n. m. sg. cstr. gen.	mountain	
158439	ṯrmg	ṯrmg	ṯrmg/	ṯrmg	TN sg. abs. gen.	ṯrmg	Mt. Tharumagi.
# KTU 1.4 VIII:4							
158440	ˤm	ʿm  	ˤm(I)	ʕm (I)	prep.	to	
158441	tlm	tlm  	tl(I)/m	tl (I)	n. m. du. cstr. gen.	hill	tlm 'the two hills'.
158442	ġṣr	ġṣr  	ġṣr/	ġṣr	n. m. sg. cstr. gen.	limit	ġṣr arṣ 'the edge of the earth'.
158443	arṣ	arṣ	arṣ/	ảrṣ	n. f. sg. abs. gen.	2) the world	
# KTU 1.4 VIII:5							
158444	ša	ša  	!!(nš(ʔ[&a	/n-š-ʔ/	vb G impv. m. du.	to raise, lift, help up	ša 'lift!'.
158445	ġr	ġr  	ġr(I)/	ġr (I)	n. m. sg. abs. acc.	mountain	
158446	ˤl	ʿl  	ˤl(I)	ʕl (I)	prep.	upon, on top of	ʕl ydm 'upon (both) hands' (prep., not ʕl III).
158447	ydm	ydm	yd(I)/m	yd (I)	n. f. du. cstr. gen.	1) hand a) yrḥṣ ydh ảmth he washed his hands up to the elbow	
# KTU 1.4 VIII:6							
158448	ḫlb	ḫlb  	ḫlb(I)/	ḫlb (I)	n. m. sg. abs. acc.	massif	
158449	l	l 	l(I)	l (I)	prep.	to	
158450	ẓr	ẓr  	ẓr(I)/	ẓr (I)	n. m. sg. cstr. gen.	upon	l ẓr rḥtm 'upon the back of the palms'.
158451	rḥtm	rḥtm	rḥ(t/tm	rḥt	n. f. du. abs. gen.	palm of the hand	EUPT genders m.
# KTU 1.4 VIII:7							
158452	w	w 	w	w	conj.	and	
158453	rd	rd  	!!(yrd[	/y-r-d/	vb G impv. m. du.	to go down, descend	rd 'go down!' (hidden y).
158454	bt	bt 	bt(II)/	bt (II)	n. m. sg. cstr. acc.	1) house	bt ḫpṯt arṣ 'the netherworld house'.
158455	ḫpṯt	ḫpṯt	ḫpṯ(t/t	ḫpṯt	n. f. sg. cstr. gen.	?	ḫpṯt: the netherworld; DULAT gives no gloss.
# KTU 1.4 VIII:8							
158456	arṣ	arṣ  	arṣ/	ảrṣ	n. f. sg. abs. gen.	4) the underworld	EUPT genders m.
158457	tspr	tspr  	!t!spr[	/s-p-r/	vb G prefc. 2 m. du.	to count	tspr b yrdm arṣ 'be numbered among those who go down'.
158457	tspr	tspr  	!t!](n]spr[	/s-p-r/	vb N prefc. 2 m. du.	to count	EUPT: N-stem (passive), 'be counted'.
158458	b	b 	b	b	prep.	4) relation of accompaniment and instrumental a) company	among
158459	y	y	yrd[m	/y-r-d/	vb G act. ptcpl. m. pl. cstr. gen.	to go down, descend	MERGE WITH THE NEXT: y+rdm = yrdm 'those who go down', split VIII:8/9.
# KTU 1.4 VIII:9							
158460	rdm	rdm  	yrd[m	/y-r-d/	vb G act. ptcpl. m. pl. cstr. gen.	to go down	MERGE WITH THE PREVIOUS.
158461	arṣ	arṣ	arṣ/	ảrṣ	n. f. sg. abs. gen.	4) the underworld	
# KTU 1.4 VIII:10							
158462	idk	idk  	idk	ỉdk	narrative adv. functor	then	
158463	al	al  	al(II)	ảl (II)	asseverative functor	surely	
158464	ttn	ttn	!t!(ytn[	/y-t-n/	vb G prefc. 2 m. du.	to give	
# KTU 1.4 VIII:11							
158465	pnm	pnm  	pn(m/m	pnm	n. m. pl. tant. abs. acc.	face	
158466	tk	tk  	tk/	tk	n. m. sg. cstr. acc.	2) to	tk qrth 'into the midst of his city'.
158466	tk	tk  	tk	tk	prep.	in the midst of	DULAT: tk n. 'centre', also used as prep. (EUPT: Präp.).
158467	qrth	qrth	qr(t(I)/t+h	qrt (I)	n. f. sg. cstr. gen. + 3 m. sg. suff.	1) city	his city
# KTU 1.4 VIII:12							
158468	hmry	hmry  	hmry/	hmry	TN sg. abs. gen.	Fangosa	His city Hmry ('Muddy').
158469	mk	mk  	mk(I)/	mk (I)	n. m. sg. abs. nom.	large puddle	DULAT: 'a pit is the throne of his seat'; TCS: TN Mukku.
158469	mk	mk  	mk(II)	mk (II)	deictic functor	behold!, see!	// 1.5 II:15.
158470	ksu	ksu	ks(u/&u	ks/śủ	n. m. sg. cstr. nom.	seat, throne, chair	ksu 'throne' (DULAT ks/śủ; was unresolved).
# KTU 1.4 VIII:13							
158471	ṯbth	ṯbth  	ṯb(t/t+h	ṯbt	n. f. sg. cstr. gen. + 3 m. sg. suff.	seat	
158472	ḫḫ	ḫḫ  	ḫḫ/	ḫḫ	n. m. sg. abs. nom.	mire	ḫḫ arṣ nḥlth 'mire is the land of his possession'.
158473	arṣ	arṣ	arṣ/	ảrṣ	n. f. sg. cstr. nom.	earth	
# KTU 1.4 VIII:14							
158474	nḥlth	nḥlth  	nḥl(t/t+h	nḥlt	n. f. sg. cstr. gen. + 3 m. sg. suff.	property	his possession
158475	w	w 	w	w	conj.	and	
158476	nġr	nġr	!!nġr[	/n-ġ-r/	vb G impv. m. sg.	to protect, guard	w nġr 'and beware!'.
# KTU 1.4 VIII:15							
158477	ˤnn	ʿnn  	ˤnn/	ʕnn	n. m. du. cstr. nom.	2) herald	Vocative: 'watch out, O divine servants!' (DULAT).
158478	ilm	ilm  	il(I)/m	ỉl (I)	n. m. pl. abs. gen.	god	
158479	al	al	al(I)	ảl (I)	neg. functor	no	al tqrb 'do not approach'.
# KTU 1.4 VIII:16							
158480	tqrb	tqrb  	!t!qrb[:w	/q-r-b/	vb G prefc. 2 m. du.	to approach	'do not approach'.
158481	l	l 	l(I)	l (I)	prep.	to	
158482	bn	bn  	bn(I)/	bn (I)	n. m. sg. cstr. gen.	son	bn ilm mt 'the divine Mot'.
158483	ilm	ilm	il(I)/m	ỉl (I)	n. m. pl. abs. gen.	god	
158483	ilm	ilm	il(I)/~m	ỉl (I)	n. m. sg. abs. gen + encl. -m	god	bn ilm mt: il + encl. -m (sg. 'El/god'); EUPT reads sg. il + EP -m.
# KTU 1.4 VIII:17							
158484	mt	mt  	mt(II)/	mt (II)	DN m. sg. abs. gen.	Mot/Death	
158485	al	al  	al(I)	ảl (I)	neg. functor	no	al yʕdbkm 'lest he put you'.
158486	yˤdbkm	yʿdbkm	!y!ˤdb[+km=	/ʕ-d-b/	vb G prefc. 3 m. sg. + 2 c. du. suff.	to leave > to put in > to place	'lest he place you two'.
# KTU 1.4 VIII:18							
158487	k	k 	k(I)	k (I)	prep.	like	k imr 'like a lamb'.
158488	imr	imr  	imr(I)/	ỉmr (I)	n. m. sg. abs. gen.	lamb	
158489	b	b 	b	b	prep.	in	
158490	ph	ph	p(III)/+h	p (III)	n. m. sg. cstr. gen. + 3 m. sg. suff.	1) mouth	his mouth
# KTU 1.4 VIII:19							
158491	k	k 	k(I)	k (I)	prep.	like	k lli 'like a kid' (prep., not suffix).
158492	lli	lli  	ll(u/&i	llủ	n. m. sg. abs. gen.	suckling (lamb or kid)	
158493	b	b 	b	b	prep.	in	
158494	ṯbrn	ṯbrn	ṯbrn(I)/	ṯbrn (I)	n. m. sg. cstr. gen.	opening	ṯbrn qnh 'the gullet of his throat'.
# KTU 1.4 VIII:20							
158495	qnh	qnh  	qn/+h	qn	n. m. sg. cstr. gen. + 3 m. sg. suff.	2) name of part of the body a) windpipe	his windpipe
158496	tḫtan	tḫtan	!t!](n]ḫt(ʔ[&a&n	/ḫ-t-ʔ/	vb N prefc. 2 m. du.	to be ground up, crushed, annihilated	tḫtan 'lest you two be crushed' (N-stem; energic -an).
# KTU 1.4 VIII:21							
158497	nrt	nrt  	nr(t(I)/t	nrt (I)	n. f. sg. cstr. nom.	lantern	nrt ilm špš 'the lamp of the gods, Šapšu'.; EUPT genders m.
158498	ilm	ilm  	il(I)/m	ỉl (I)	n. m. pl. cstr. gen.	god	
158499	špš	špš	špš/	špš	DN f. sg. abs. nom.	Šapšu/Shapsh/Shapshu	
# KTU 1.4 VIII:22							
158500	ṣḥrrt	ṣḥrrt  	ṣḥrr[t===	/ṣ-ḥ-r-r/	vb G suffc. 3 f. sg.	to roast	'Šapšu, the lamp of the gods, glows' (// 1.3 V:17).
158501	la	la	la/	lả	n. m. sg. cstr. acc.	power	lả šmm 'the strength of the heavens'.
# KTU 1.4 VIII:23							
158502	šmm	šmm  	šm(m(I)/m	šmm (I)	n. m. pl. abs. gen.	1) heavens	
158503	b	b 	b	b	prep.	in	
158504	yd	yd  	yd(I)/	yd (I)	n. f. sg. cstr. gen.	1) hand c) force	b yd 'in the power of'.
158504	yd	yd  	yd(I)/	yd (I)	n. f. du. cstr. gen.	1) hand c) force	EUPT: du. (natural pair).
158505	md	md	mdd/	mdd (I)	n. m. sg. cstr. gen.	beloved, friend	MERGE WITH THE NEXT: md+d = mdd 'beloved', split VIII:23/24.
# KTU 1.4 VIII:24							
158506	d	d  	mdd/	mdd (I)	n. m. sg. cstr. gen.	beloved, friend	MERGE WITH THE PREVIOUS.
158507	ilm	ilm  	il(I)/m	ỉl (I)	n. m. pl. cstr. gen.	god	mdd ilm mt 'the Beloved of the gods, Mot'.
158507	ilm	ilm  	il(I)/~m	ỉl (I)	n. m. sg. abs. gen + encl. -m	god	bn ilm mt: il + encl. -m (sg. 'El/god'); EUPT reads sg. il + EP -m.
158508	mt	mt  	mt(II)/	mt (II)	DN m. sg. abs. gen.	Mot/Death	
158509	b	b 	b	b	prep.	in	
158510	a	a	alp/	ảlp (II)	num.	(one, a) thousand	MERGE WITH THE NEXT: a+lp = alp 'thousand', split VIII:24/25.
# KTU 1.4 VIII:25							
158511	lp	lp  	alp/	ảlp (II)	num.	(one, a) thousand	MERGE WITH THE PREVIOUS.
158512	šd	šd  	šd(I)/	šd (I)	n. m. sg. abs. gen.	open field	alp šd 'a thousand acres'.
158513	rbt	rbt  	rb(b(t/t	rbbt	num.	myriad	rbt 'myriad' (DULAT rbbt, defectively written). | Huehnergard lemma
158514	k	k	kmn/	kmn (I)	n. m. sg. abs. gen.	acre	MERGE WITH THE NEXT: k+mn = kmn 'acre', split VIII:25/26.
# KTU 1.4 VIII:26							
158515	mn	mn  	kmn/	kmn (I)	n. m. sg. abs. gen.	acre	MERGE WITH THE PREVIOUS.
158516	l	l 	l(I)	l (I)	prep.	to	l pʕn mt 'to the feet of Mot'.
